,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Bsmt Total SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Yr Sold,Sale Type,SalePrice,Conditions,BsmtFin SF,Bsmt Total Baths,Total Baths,Fireplaces*Fireplace Quality ,Mo/Yr Sold,Overall Quality Score,Exterior Covering,Exterior Quality Score,BsmtFin Quality Score,Larger Gr Liv Area,Over 50%Fin Bsmt,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,Greens,GrnHill,IDOTRR,Landmrk,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker
10,1044,160,RM,21.0,1680,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,CBlock,TA,TA,No,387.0,0.0,96.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,1,1,2,1,TA,4,Typ,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,NP,0,None,0,2008,COD,85400,"Norm,Norm",387.0,0.0,2,,7-2008,30,HdBoard&HdBoard,9,5,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2752,20,RL,64.0,7488,Pave,No Access,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Gd,TA,Av,393.0,0.0,815.0,1208.0,GasA,Ex,Y,SBrkr,1208,0,0,1208,2,0,2,1,Gd,6,Typ,Attchd,2005.0,RFn,2.0,632.0,TA,TA,Y,105,58,0,0,0,0,NP,0,None,0,2006,WD ,183600,"Norm,Norm",393.0,0.0,2,,2-2006,35,VinylSd&VinylSd,12,6,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,807,70,RL,120.0,26400,Pave,No Access,Reg,Bnk,AllPub,FR2,Gtl,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,NB,NB,NB,0.0,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,1288,728,0,2016,1,0,4,1,TA,7,Mod,Attchd,1900.0,Unf,2.0,576.0,TA,TA,P,0,0,0,0,0,0,NP,0,None,0,2009,WD ,131000,"Feedr,Norm",0.0,0.0,1,TA,6-2009,35,HdBoard&HdBoard,12,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,1177,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,PConc,Gd,TA,No,813.0,0.0,147.0,960.0,GasA,Ex,Y,SBrkr,962,645,0,1607,2,1,3,1,Gd,7,Typ,Detchd,2000.0,Unf,2.0,480.0,TA,TA,Y,169,0,0,0,0,0,NP,0,None,0,2008,ConLD,200000,"Norm,Norm",813.0,1.0,3,,12-2008,40,MetalSd&MetalSd,12,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,1480,20,RL,74.0,9627,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Gd,TA,Av,24.0,0.0,1327.0,1351.0,GasA,Ex,Y,SBrkr,1361,0,0,1361,2,0,3,1,Gd,6,Typ,Attchd,2007.0,RFn,2.0,610.0,TA,TA,Y,0,50,0,0,0,0,NP,0,None,0,2008,WD ,193000,"Norm,Norm",24.0,0.0,2,,6-2008,35,VinylSd&VinylSd,12,6,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,324,20,RL,93.0,10114,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Ex,TA,Av,0.0,0.0,1430.0,1430.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,2,0,3,1,Gd,7,Typ,Attchd,2004.0,RFn,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,NP,0,None,0,2010,WD ,173500,"Norm,Norm",0.0,0.0,2,,3-2010,25,VinylSd&VinylSd,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1311,70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,BrkTil,TA,TA,No,0.0,0.0,624.0,624.0,GasA,Fa,N,SBrkr,624,720,0,1344,1,0,4,1,TA,7,Typ,Detchd,1916.0,Unf,3.0,513.0,Fa,Fa,Y,0,0,96,0,0,0,NP,0,None,0,2008,COD,98000,"Norm,Norm",0.0,0.0,1,,5-2008,25,AsbShng&AsbShng,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,770,20,RL,80.0,8816,Pave,No Access,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,TA,TA,No,651.0,0.0,470.0,1121.0,GasA,TA,Y,SBrkr,1121,0,0,1121,1,0,3,1,TA,5,Typ,Detchd,1963.0,Unf,2.0,480.0,TA,TA,Y,0,80,0,0,0,0,NP,3,None,0,2009,WD ,139000,"Feedr,Norm",651.0,1.0,1,,6-2009,30,VinylSd&VinylSd,9,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,2063,20,RL,71.0,8197,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,CBlock,TA,TA,No,0.0,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,1285,0,0,1285,1,1,3,1,TA,7,Typ,Attchd,1977.0,RFn,2.0,528.0,TA,TA,Y,138,0,0,0,0,0,NP,3,None,0,2007,WD ,143500,"Norm,Norm",0.0,0.0,2,TA,4-2007,30,Plywood&Plywood,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,69,60,FV,72.0,8640,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Gd,TA,Mn,24.0,0.0,732.0,756.0,GasA,Ex,Y,SBrkr,764,783,0,1547,2,1,3,1,Gd,7,Typ,Attchd,2009.0,Unf,2.0,614.0,TA,TA,Y,169,45,0,0,0,0,NP,0,None,0,2010,Con,215200,"Norm,Norm",24.0,0.0,3,,6-2010,35,VinylSd&VinylSd,9,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,2062,20,RL,109.0,8724,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,Gd,TA,No,492.0,0.0,402.0,894.0,GasA,Gd,Y,SBrkr,894,0,0,894,1,0,3,1,TA,5,Typ,Attchd,1968.0,Fin,2.0,450.0,TA,TA,Y,0,0,0,0,0,0,NP,0,None,0,2007,WD ,129000,"Norm,Norm",492.0,0.0,1,Po,5-2007,25,VinylSd&VinylSd,9,4,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,351,120,RL,40.0,5664,Pave,No Access,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,PConc,Gd,TA,No,1158.0,0.0,343.0,1501.0,GasA,Ex,Y,SBrkr,1659,0,0,1659,2,0,2,1,Ex,5,Typ,Attchd,2000.0,Fin,2.0,499.0,TA,TA,Y,212,59,0,0,0,0,NP,0,None,0,2009,WD ,278000,"Norm,Norm",1158.0,1.0,2,Ex,10-2009,40,CemntBd&CmentBd,12,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,2393,60,RL,103.0,12867,Pave,No Access,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,PConc,Ex,TA,Av,0.0,0.0,1209.0,1209.0,GasA,Ex,Y,SBrkr,1209,1044,0,2253,2,1,3,1,Ex,8,Typ,Attchd,2005.0,Fin,2.0,575.0,TA,TA,Y,243,142,0,0,0,0,NP,0,None,0,2006,New,344133,"Norm,Norm",0.0,0.0,3,Gd,7-2006,40,CemntBd&CmentBd,12,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,12,20,RL,0.0,7980,Pave,No Access,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,Gd,TA,No,935.0,0.0,233.0,1168.0,GasA,Ex,Y,SBrkr,1187,0,0,1187,2,0,3,1,TA,6,Typ,Attchd,1992.0,Fin,2.0,420.0,TA,TA,Y,483,21,0,0,0,0,NP,4,Shed,500,2010,WD ,185000,"Norm,Norm",935.0,1.0,2,,3-2010,42,HdBoard&HdBoard,12,5,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2339,190,RL,100.0,34650,Pave,No Access,Reg,Bnk,AllPub,Inside,Gtl,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,TA,Mn,1056.0,0.0,0.0,1056.0,GasA,TA,N,SBrkr,1056,0,0,1056,1,0,3,1,TA,5,Typ,Attchd,1955.0,Fin,2.0,572.0,TA,TA,Y,264,0,0,0,0,0,NP,0,None,0,2006,WD ,145000,"Norm,Norm",1056.0,1.0,1,,1-2006,25,Wd Sdng&Wd Sdng,9,3,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,624,20,RL,92.0,10573,Pave,No Access,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,CBlock,TA,TA,No,1312.0,0.0,141.0,1453.0,GasA,Ex,Y,SBrkr,1453,0,0,1453,2,0,3,1,TA,6,Typ,Attchd,1961.0,RFn,2.0,530.0,TA,TA,Y,0,49,0,0,288,0,NP,4,None,0,2009,WD ,187500,"Norm,Norm",1312.0,1.0,2,TA,4-2009,36,MetalSd&MetalSd,9,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,86,20,RL,65.0,8450,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,TA,TA,No,553.0,117.0,224.0,894.0,GasA,Ex,Y,SBrkr,894,0,0,894,1,0,3,1,TA,5,Typ,Detchd,1973.0,Unf,1.0,336.0,TA,TA,Y,416,144,0,0,0,0,NP,3,None,0,2010,WD ,138500,"RRAe,Norm",670.0,1.0,1,Gd,4-2010,40,MetalSd&MetalSd,12,24,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,1534,50,RL,0.0,11700,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,CBlock,TA,TA,No,606.0,0.0,336.0,942.0,GasA,Ex,Y,SBrkr,1265,673,0,1938,2,0,4,1,Gd,7,Min2,Detchd,1937.0,Unf,1.0,240.0,TA,TA,Y,0,40,0,0,0,0,NP,0,None,0,2008,WD ,198000,"Norm,Norm",606.0,0.0,2,Gd,7-2008,30,WdShing&Wd Shng,9,4,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2243,190,C (all),75.0,8250,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,TA,TA,No,0.0,0.0,957.0,957.0,GasA,Fa,N,SBrkr,1034,957,0,1991,2,0,4,2,TA,9,Typ,NG,0.0,NG,0.0,0.0,NG,NG,N,0,0,133,0,0,0,NP,0,None,0,2007,WD ,119600,"Feedr,Norm",0.0,0.0,2,,6-2007,30,VinylSd&VinylSd,12,1,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1957,50,RL,60.0,8064,Pave,No Access,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,TA,TA,Mn,0.0,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,672,252,0,924,1,0,3,1,TA,6,Typ,Detchd,2003.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NP,3,Shed,2000,2007,WD ,122900,"Artery,Norm",0.0,0.0,1,Po,7-2007,35,MetalSd&MetalSd,12,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,380,20,RL,80.0,9600,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,PConc,Gd,TA,No,1104.0,0.0,1420.0,2524.0,GasA,TA,Y,SBrkr,2524,0,0,2524,2,1,4,1,Gd,9,Typ,Attchd,1981.0,Fin,2.0,542.0,TA,TA,Y,474,120,0,0,0,0,NP,3,None,0,2009,WD ,278000,"PosN,Norm",1104.0,1.0,3,Gd,7-2009,40,BrkFace&BrkFace,12,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,2860,70,RL,0.0,11435,Pave,No Access,IR1,HLS,AllPub,Corner,Mod,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,PConc,Gd,TA,No,0.0,0.0,792.0,792.0,GasA,Fa,Y,SBrkr,792,725,0,1517,1,0,3,1,Gd,7,Typ,Detchd,1931.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,NP,0,None,0,2006,WD ,230000,"Norm,Norm",0.0,0.0,1,GdGd,6-2006,56,BrkFace&Stucco,9,1,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2517,120,RL,30.0,9549,Pave,No Access,IR1,Lvl,AllPub,CulDSac,Gtl,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,PConc,Gd,Gd,Av,437.0,1057.0,0.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,1,2,1,Ex,6,Typ,Attchd,1995.0,Fin,2.0,481.0,TA,TA,Y,0,30,0,0,216,0,NP,0,None,0,2006,WD ,270000,"Norm,Norm",1494.0,1.0,2,Gd,4-2006,40,BrkFace&BrkFace,16,12,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1933,20,RL,60.0,10950,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,TA,No,441.0,0.0,507.0,948.0,GasA,TA,Y,SBrkr,948,0,0,948,1,0,2,1,TA,5,Typ,Detchd,1952.0,Unf,2.0,410.0,TA,TA,N,0,48,0,0,0,0,NP,0,None,0,2007,WD ,125000,"Norm,Norm",441.0,0.0,1,,4-2007,36,Wd Sdng&Wd Sdng,9,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,820,20,RL,79.0,10637,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,PConc,Ex,TA,Gd,1288.0,0.0,417.0,1705.0,GasA,Ex,Y,SBrkr,1718,0,0,1718,2,0,3,1,Gd,7,Typ,Attchd,2007.0,RFn,3.0,826.0,TA,TA,Y,208,44,0,0,0,0,NP,0,None,0,2009,WD ,297000,"Norm,Norm",1288.0,1.0,2,Gd,9-2009,40,VinylSd&VinylSd,12,6,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,675,20,RL,80.0,9000,Pave,No Access,IR1,HLS,AllPub,Inside,Mod,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,CBlock,Gd,TA,Gd,0.0,0.0,160.0,160.0,GasA,Fa,Y,SBrkr,1142,0,0,1142,1,0,2,1,TA,5,Typ,Basment,1958.0,RFn,1.0,384.0,TA,TA,Y,0,28,64,0,0,0,NP,0,None,0,2009,WD ,113500,"Norm,Norm",0.0,0.0,1,Gd,4-2009,36,Wd Sdng&Wd Sdng,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,2910,160,RM,41.0,2665,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,PConc,TA,TA,No,548.0,173.0,36.0,757.0,GasA,Ex,Y,SBrkr,925,550,0,1475,2,0,4,1,TA,6,Typ,Attchd,1977.0,RFn,1.0,336.0,TA,TA,Y,104,26,0,0,0,0,NP,0,None,0,2006,WD ,127000,"Norm,Norm",721.0,0.0,2,TA,7-2006,30,CemntBd&CmentBd,9,15,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
